Customer_ID,Name,Age,Gender,Department,Monthly_Income,City,Customer_Type,Latitude,Longitude,Purchase_Amount,Feedback
1934,Sahil Sharma,56.0,Female,Sales,20175.0,Mumbai,Premium,20.066503,77.237604,43139.16,Excellent
1395,Anjali Sharma,51.0,Female,Sales,52655.0,Mumbai,New,20.975876,74.303925,5639.72,Average
1040,Aditya Jadhav,53.0,Female,Data Analytics,34692.0,Nagpur,Regular,18.640741,73.498111,24877.6,Poor
1834,Isha Shinde,23.0,Female,Sales,47631.0,Kolhapur,New,18.777162,75.02179,10191.9,Excellent
1774,Sahil Kulkarni,24.0,Female,HR,98478.0,Ahmednagar,Regular,19.026373,77.080894,20571.73,Average
1352,Vikas Shinde,35.0,Male,HR,30336.0,Mumbai,regular,18.404688,74.025139,5677.96,Poor
1067,Karan Patil,37.0,Female,Marketing,92640.0,Ahmednagar,Premium,17.529542,78.410519,59491.46,Very Good
1278,Vikas Pawar,48.0,Female,Sales,101006.0,,Premium,18.137902,77.198607,29361.44,Excellent
1068,Anjali More,49.0,Male,Operations,36119.0,Kolhapur,Regular,18.983657,77.877404,38704.01,Poor
1911,Riya More,55.0,Male,Finance,106924.0,Aurangabad,New,16.92324,77.823811,77533.45,Average
1440,Priya Chavan,52.0,Male,Operations,78214.0,Aurangabad,Regular,21.237092,73.533101,47682.75,Very Good
1737,Aarav Kulkarni,24.0,Female,Sales,39716.0,Kolhapur,Premium,20.107755,75.892323,26176.41,Very Good
1297,Aarav Deshmukh,43.0,Male,Marketing,93579.0,Pune,Regular,19.501964,75.494129,35297.31,Good
1621,Akash Shinde,54.0,Male,Sales,113028.0,Nagpur,Regular,20.114975,78.571528,8938.03,Average
1491,Vikas More,33.0,Male,Finance,46082.0,,New,19.736127,73.033951,12350.79,Excellent
1820,Meera Joshi,26.0,Female,Marketing,49931.0,Mumbai,Regular,19.682306,78.813657,45024.28,Poor
1559,Pooja More,51.0,Male,Marketing,62312.0,Pune,New,18.905586,72.61648,42926.31,Excellent
1425,Neha Pawar,21.0,Male,Sales,96080.0,Nashik,Premium,18.367792,77.326911,58640.56,Excellent
1925,Neha Kulkarni,37.0,Male,Sales,111100.0,Mumbai,Regular,17.926759,77.731357,8630.06,Very Good
1313,Neha Sharma,49.0,Female,Finance,117193.0,Aurangabad,Regular,20.232215,74.24875,89273.24,Average
1185,Karan Chavan,46.0,Female,IT,112471.0,Thane,New,21.1775,75.361949,28558.67,Good
1333,Sneha Chavan,58.0,Female,IT,60544.0,Ahmednagar,New,21.371996,76.033508,98301.41,Average
1089,Nikhil Shinde,45.0,Male,HR,26239.0,Aurangabad,New,17.866825,77.70024,21142.65,Poor
1064,Vikas Joshi,50.0,Female,,20655.0,Aurangabad,New,16.988628,76.502605,48210.09,Very Good
1835,Sahil Kulkarni,56.0,Female,Operations,65436.0,Kolhapur,Regular,16.663037,74.416776,1986.7,Good
1577,Neha Pawar,56.0,Male,Sales,37877.0,Nagpur,New,17.974157,74.359265,60163.9,Good
1216,Isha Joshi,30.0,Female,Operations,41698.0,Aurangabad,Regular,20.003084,79.508844,29038.56,Excellent
1616,Isha Joshi,31.0,Male,Marketing,66833.0,Mumbai,New,21.108678,78.434511,28540.52,Average
1514,Aditya Chavan,54.0,Male,Operations,44958.0,Aurangabad,Premium,16.581343,74.504846,29842.09,Excellent
1291,Meera Kulkarni,52.0,Female,Operations,101099.0,Aurangabad,New,16.944883,78.827978,84911.0,Good
1378,Isha Kulkarni,26.0,Female,Data Analytics,65157.0,Kolhapur,Premium,19.084863,79.015182,15298.25,Average
1892,Pooja Patil,30.0,Female,Sales,93146.0,Nagpur,New,19.725798,79.671269,18437.2,Good
1970,Rohan Shinde,53.0,Female,Operations,39318.0,,Premium,17.340942,74.68762,63612.16,Good
1947,Aarav Chavan,23.0,,Sales,60569.0,Ahmednagar,Premium,19.022106,78.670247,56310.39,Average
1787,Sneha Deshmukh,46.0,Male,Data Analytics,85119.0,Nashik,Regular,20.22879,75.834739,95894.53,Good
1426,Neha Joshi,53.0,Male,Data Analytics,61665.0,Aurangabad,Premium,21.145742,72.714708,9179.5,Excellent
1697,Vikas Jadhav,24.0,Male,Data Analytics,84964.0,Mumbai,Regular,17.356309,74.901852,74826.04,Poor
1996,Rohan Chavan,48.0,Female,IT,29478.0,Ahmednagar,Premium,20.652491,76.287373,97419.98,Excellent
1310,Amit Sharma,59.0,Male,Operations,35636.0,Nashik,Regular,21.230262,79.659077,47334.52,Very Good
1087,Kavya Joshi,18.0,Female,Data Analytics,101736.0,Mumbai,Regular,19.390966,75.916916,65344.22,Good
1732,Aditya Joshi,49.0,Male,Operations,45305.0,Ahmednagar,Premium,21.363306,78.173028,39940.87,Excellent
1756,Akash Deshmukh,55.0,Female,Finance,115209.0,Kolhapur,New,19.187167,75.574782,65443.65,
1311,Rahul More,52.0,Female,Operations,26382.0,Kolhapur,Premium,,76.116641,37743.79,Good
1539,Riya Chavan,51.0,Male,Marketing,78782.0,Ahmednagar,Premium,19.779005,79.641502,39848.61,Average
1137,Akash Jadhav,26.0,Female,Operations,80972.0,Ahmednagar,Regular,17.692417,79.833715,26437.11,Good
1959,Rahul Joshi,59.0,Female,Marketing,53754.0,Kolhapur,Premium,17.007547,74.251234,89701.86,Poor
2000,Rahul Sharma,46.0,Female,Operations,23739.0,Ahmednagar,Regular,17.554251,78.314037,37625.59,Average
1729,Sneha Sharma,18.0,Female,Sales,119590.0,Kolhapur,Regular,21.400235,78.670163,60615.27,Excellent
1262,Aditya Kulkarni,51.0,Female,Data Analytics,34048.0,Mumbai,Regular,18.027738,76.715414,93053.44,Good
1548,Sahil Jadhav,48.0,Male,Data Analytics,36409.0,Pune,New,19.953311,78.022774,,Poor
1169,Neha Kulkarni,32.0,Male,Sales,27807.0,Thane,Regular,19.354867,78.206395,15059.8,Very Good
1791,Sahil Joshi,53.0,Male,IT,51977.0,Thane,Premium,19.827603,73.9912,35905.81,Poor
1449,Priya More,59.0,Male,Finance,115173.0,Mumbai,New,20.219,77.818341,84685.76,Excellent
1140,Priya Deshmukh,38.0,Male,Operations,27214.0,Aurangabad,New,20.485224,78.046909,45878.74,Average
1686,Akash Chavan,44.0,Female,IT,92441.0,Pune,New,17.271479,76.265708,36405.42,Very Good
1667,Karan Kulkarni,22.0,Female,Data Analytics,31569.0,Kolhapur,Regular,20.494934,76.890777,54105.35,Good
1858,Rohan Chavan,28.0,Male,Finance,112612.0,Nashik,New,16.510429,72.525033,49081.77,Excellent
1519,Sneha Joshi,27.0,Female,Operations,87789.0,Thane,Regular,16.726294,76.190856,73182.43,Average
1409,,51.0,Male,Sales,50268.0,Ahmednagar,Premium,20.612859,79.810018,43375.3,Poor
1534,Sahil Chavan,21.0,Female,Sales,82765.0,Kolhapur,Premium,19.867044,72.589685,44497.4,Poor
1056,Rohan Joshi,33.0,Female,Operations,77786.0,Thane,Premium,19.073799,76.442703,1654.44,Good
1121,Riya Chavan,30.0,Female,Operations,17170.0,Mumbai,New,17.50324,79.980486,60814.13,Good
1531,Anjali Pawar,45.0,Female,Operations,80483.0,Thane,Regular,16.891103,78.431572,62809.85,Excellent
1026,Anjali Shinde,44.0,Female,Data Analytics,118895.0,Thane,Regular,19.455226,79.513762,37967.3,Good
1073,Anjali Joshi,47.0,Male,Marketing,,Mumbai,Regular,21.347139,73.519447,32860.28,Very Good
1045,Vikas Patil,25.0,Male,Sales,109018.0,Ahmednagar,Regular,17.67311,78.567368,17662.46,Very Good
1250,Nikhil Kulkarni,52.0,Female,IT,119969.0,Kolhapur,New,18.604353,74.594309,42785.4,Average
1405,Priya Jadhav,52.0,Male,Operations,56139.0,Nashik,Regular,17.518669,80.317947,32503.14,Good
1848,Riya Patil,28.0,Female,Finance,42321.0,Ahmednagar,New,17.969906,73.483156,7577.83,Average
1704,Akash More,51.0,Male,Data Analytics,72915.0,Thane,New,19.148251,76.997137,5881.29,Very Good
1919,Neha Joshi,36.0,Female,Marketing,88184.0,Kolhapur,Regular,16.620285,79.89078,75982.33,Excellent
1199,Isha Joshi,53.0,Male,IT,62483.0,Kolhapur,Premium ,17.888669,72.936858,26276.57,Very Good
1543,Neha Patil,27.0,Female,Finance,89427.0,Mumbai,New,20.221234,77.578323,15259.25,Good
1356,Karan Pawar,54.0,Female,Operations,118991.0,Pune,Regular,20.96113,78.229483,1298.87,Excellent
1324,Aarav Pawar,34.0,Female,Marketing,107225.0,Nagpur,Regular,21.380641,72.829143,11511.23,Good
1650,Kavya More,26.0,Male,Marketing,83679.0,Mumbai,Regular,18.188674,79.841425,43031.59,Very Good
1917,Riya Patil,31.0,Female,IT,45497.0,Aurangabad,New,18.199783,74.29045,21543.54,Very Good
1236,Anjali More,43.0,Male,Operations,101413.0,Thane,Regular,20.446587,76.023265,1564.12,Excellent
1581,Neha Jadhav,55.0,Female,Marketing,57610.0,Aurangabad,Premium,17.013318,77.731942,54465.83,Very Good
1950,Sneha Jadhav,60.0,Female,IT,76393.0,Nashik,New,18.091682,73.510459,72411.01,Very Good
1944,Isha More,52.0,Female,Data Analytics,89278.0,Aurangabad,Premium,19.485023,74.018861,91303.48,Good
1908,Isha Sharma,25.0,Male,HR,61598.0,Ahmednagar,Regular,20.648453,77.827461,21740.28,Good
1300,Meera Shinde,36.0,Male,Data Analytics,106547.0,Ahmednagar,Regular,17.350614,78.199895,1381.94,Excellent
1061,Rahul More,,Female,Operations,68857.0,Nagpur,Premium,18.082572,77.607489,22881.04,Average
1328,Kavya Patil,36.0,Female,Operations,52289.0,Kolhapur,New,19.414515,75.960045,33455.74,Average
1932,Neha Sharma,22.0,Female,Marketing,32659.0,Ahmednagar,Regular,21.305617,73.39106,5847.36,Average
1602,Anjali Kulkarni,42.0,Male,Operations,68054.0,Aurangabad,Premium,19.741501,75.608524,22819.12,Poor
1448,Rahul Shinde,26.0,Female,Operations,38969.0,Ahmednagar,regular,20.490735,79.043169,76055.84,Poor
1830,Anjali Kulkarni,19.0,Male,IT,16653.0,Pune,Premium,21.340159,77.334972,60884.27,Good
1651,Riya Patil,52.0,Male,Marketing,115269.0,Aurangabad,Premium,17.069846,80.40701,72807.42,Good
1599,Anjali More,53.0,Female,Operations,97742.0,Nagpur,New,19.382017,73.257957,88702.46,Excellent
1545,Sakshi Pawar,42.0,Female,Marketing,67219.0,Thane,Premium,18.014,77.80032,49848.14,Good
1785,Nikhil Chavan,58.0,Male,Operations,34942.0,Nashik,Regular,18.194901,78.689949,98063.89,
1306,Neha Kulkarni,24.0,Female,Finance,62151.0,Mumbai,Premium,20.636287,77.604845,91354.36,Very Good
1319,Vikas Patil,25.0,Male,Data Analytics,91818.0,Mumbai,Premium,20.13354,73.178071,14417.5,Good
1761,Sakshi Chavan,28.0,Female,IT,50633.0,Mumbai,Regular,19.203951,79.508049,42710.08,Good
1495,Aditya Pawar,56.0,Female,Finance,59970.0,Thane,Premium,20.507723,75.790225,64141.73,Good
1266,Pooja Chavan,21.0,Female,Finance,26552.0,Mumbai,Regular,20.06782,78.187537,37021.57,Excellent
1111,Akash Patil,57.0,Female,Sales,59914.0,Kolhapur,New,20.61954,80.162205,5093.54,Average
1694,Meera Sharma,50.0,Female,Data Analytics,83610.0,Mumbai,Premium,20.674067,75.919178,42397.16,Excellent
1945,Karan Jadhav,56.0,Male,Finance,39461.0,Ahmednagar,New,17.682456,75.605164,57246.53,Excellent
1528,Kavya Joshi,55.0,Male,Operations,16276.0,Mumbai,Premium,21.09056,77.355908,68967.48,Excellent
1257,Aarav Sharma,55.0,Female,Data Analytics,36068.0,Mumbai,Regular,17.418698,74.181899,94521.67,Average
1261,Amit Pawar,60.0,Male,IT,26939.0,Ahmednagar,Regular,17.500377,73.870878,17268.97,Good
1635,Aarav Deshmukh,42.0,Female,Data Analytics,106841.0,Aurangabad,Premium,17.28157,76.04981,37226.69,Very Good
1824,Rohan Chavan,46.0,Male,IT,86197.0,Aurangabad,Regular,20.158585,75.505326,94044.04,Very Good
1430,Kavya Jadhav,43.0,Female,Marketing,30712.0,Pune,Premium,18.801166,74.147138,4583.37,Very Good
1631,Rohan Chavan,27.0,Male,Finance,45753.0,Ahmednagar,New,19.953488,77.636311,29057.05,Poor
1381,Meera Deshmukh,47.0,Female,IT,43885.0,Kolhapur,New,20.184346,79.266413,27749.23,Poor
1434,Pooja Jadhav,55.0,Female,Finance,79574.0,Aurangabad,New,17.846592,75.449218,19696.29,Excellent
1735,Rahul More,39.0,Female,Finance,86855.0,Kolhapur,Regular,20.003952,72.961637,45702.5,Average
1138,Akash Sharma,38.0,Male,Finance,113616.0,Nashik,New,17.249811,75.519161,65152.01,Good
1358,Sahil Pawar,34.0,Male,IT,47786.0,Mumbai,New,17.396861,74.589084,28581.23,Very Good
1529,Priya Shinde,29.0,Male,Finance,38148.0,Pune,New,20.55003,73.917893,94592.8,Average
1222,Sneha Shinde,37.0,Male,Marketing,38425.0,Ahmednagar,Premium,16.539331,76.232294,63745.71,Very Good
1757,Isha Chavan,27.0,Female,Data Analytics,119852.0,Ahmednagar,Regular,18.449968,78.148558,40807.44,Average
1597,,43.0,Male,IT,59222.0,Mumbai,New,16.803523,77.05364,54691.89,Poor
1560,,26.0,Female,Marketing,62226.0,Mumbai,Regular,17.225771,79.064212,45774.9,Very Good
1364,Akash Deshmukh,25.0,Female,Data Analytics,115921.0,Mumbai,Regular,20.051278,79.074891,28473.31,Good
1526,Karan Joshi,21.0,Female,Data Analytics,34601.0,Mumbai,Premium,20.53917,73.790932,58534.49,Average
1209,Pooja Pawar,39.0,Female,Sales,89012.0,Nashik,Regular,20.494707,78.039311,77864.05,Excellent
1412,Rahul Pawar,31.0,Male,Marketing,104536.0,Ahmednagar,Regular,17.561981,75.550549,33761.07,Poor
1335,Amit Sharma,45.0,Female,Operations,44661.0,Nashik,New,17.561088,73.107108,49162.25,Very Good
1211,Anjali Pawar,40.0,Male,IT,95200.0,Kolhapur,New,21.087286,77.028775,42115.25,Poor
1351,Neha Joshi,46.0,Male,Sales,59560.0,Nashik,Premium,19.02271,79.263586,68601.55,Average
1079,Kavya Sharma,21.0,Female,Data Analytics,82717.0,Thane,New,17.570401,79.281337,39682.76,Average
1030,Anjali Patil,39.0,Male,Finance,80776.0,Pune,Premium,17.922188,79.028453,6104.99,Excellent
1281,Vikas Kulkarni,30.0,Male,Marketing,108271.0,Kolhapur,Premium,18.337998,73.688535,722.31,Average
1586,Aditya Joshi,31.0,Male,Data Analytics,111537.0,Aurangabad,Premium,19.393306,74.727661,76087.34,Very Good
1753,Neha Patil,38.0,Female,Finance,96962.0,Kolhapur,New,20.377002,73.433845,8182.32,Good
1781,Meera Sharma,56.0,Male,Finance,79486.0,Nagpur,Regular,21.206715,72.551362,48638.8,Good
1290,Riya Deshmukh,32.0,Female,Operations,41438.0,Nashik,New,17.643536,78.777322,89303.14,Excellent
1166,Rohan Deshmukh,59.0,Female,Sales,114816.0,Nashik,Premium,20.699052,77.202507,9352.93,Poor
1606,Sahil Deshmukh,40.0,Female,Marketing,60039.0,Mumbai,New,19.730899,73.902648,29041.2,Poor
1875,Aarav Joshi,26.0,Female,IT,57534.0,Nagpur,Regular,20.139321,77.766712,6177.34,Poor
1721,Kavya Joshi,23.0,Female,Data Analytics,105147.0,Nashik,Premium,20.361863,73.069875,47283.36,Poor
1066,Meera Jadhav,49.0,Male,Marketing,90168.0,Ahmednagar,Regular,19.95432,74.050162,9908.05,Excellent
1142,Amit Kulkarni,43.0,Male,IT,101427.0,Kolhapur,Regular,18.926912,72.996018,67814.3,Poor
1276,Sahil Chavan,44.0,Female,HR,67513.0,Thane,New,17.367395,79.868109,85152.32,Excellent
1836,Anjali More,56.0,Female,Marketing,116086.0,Nagpur,New,17.284198,75.389685,76748.57,Average
1656,Rohan Jadhav,21.0,Male,Sales,35352.0,Pune,Regular,20.424429,76.671775,35584.57,Poor
1466,Anjali More,43.0,Male,Marketing,66605.0,Ahmednagar,Premium,20.179446,72.812678,97261.16,Poor
1671,Vikas Deshmukh,50.0,Male,Marketing,18744.0,Kolhapur,New,20.408262,75.909919,8819.96,Poor
1320,Kavya Sharma,39.0,Male,Sales,41255.0,Ahmednagar,New,17.446816,78.512982,74835.56,Average
1399,Anjali Chavan,25.0,Male,Marketing,113145.0,Nashik,Premium,19.304273,78.024149,71302.77,Very Good
1307,Rohan Shinde,39.0,Male,Marketing,46359.0,Mumbai,New,18.970745,78.824996,1187.59,Good
1308,Meera Sharma,36.0,Male,Marketing,100854.0,Nagpur,New,17.62242,77.697898,77060.04,Average
1829,Sahil Shinde,24.0,Female,Data Analytics,65014.0,Thane,Premium,18.788564,78.555293,99702.45,Poor
1334,Anjali Patil,43.0,Male,Data Analytics,51242.0,Ahmednagar,New,18.487774,74.624999,12319.83,Poor
1050,Vikas Chavan,24.0,Female,Finance,58283.0,Kolhapur,Premium,17.072356,77.501892,9416.31,Poor
1826,Neha Kulkarni,53.0,Male,Operations,38803.0,Ahmednagar,New,17.314214,80.196463,71419.87,Average
1003,Pooja Chavan,34.0,Male,Finance,50847.0,Mumbai,Regular,17.095671,79.571453,70260.31,Excellent
1549,Sahil Jadhav,33.0,Male,Data Analytics,22869.0,Ahmednagar,Regular,21.315708,76.051893,57180.97,Very Good
1353,Meera Kulkarni,39.0,Male,Data Analytics,82277.0,Ahmednagar,Regular,21.387619,77.332272,83068.66,Excellent
1913,Karan Chavan,29.0,Female,Operations,118739.0,Thane,Premium,18.102156,77.568386,80949.09,Good
1952,Akash Shinde,40.0,Male,Finance,93470.0,,Premium,16.827291,77.226208,14889.42,Average
1347,Riya Kulkarni,,Male,Operations,88220.0,Ahmednagar,Regular,20.511243,77.900859,79374.94,Good
1217,Aditya Joshi,33.0,Male,Data Analytics,69162.0,Kolhapur,Premium,21.015785,79.784344,95285.32,Excellent
1825,Neha Shinde,53.0,Male,,76623.0,Nagpur,Regular,18.584612,76.660593,4481.28,Poor
1582,Kavya Jadhav,60.0,Male,Finance,103236.0,Aurangabad,Regular,20.738148,72.595851,81916.41,Very Good
1034,Neha Deshmukh,,Male,IT,45145.0,Pune,New,18.33205,75.511012,12176.01,Good
1032,Aditya Jadhav,27.0,Male,Marketing,72658.0,Pune,Regular,19.452317,73.487325,47650.64,Very Good
1232,Riya Patil,25.0,Male,Operations,107470.0,Ahmednagar,Regular,18.694229,72.579137,8916.22,Average
1755,Nikhil Joshi,31.0,Male,IT,82713.0,Ahmednagar,New,16.921405,78.192876,48002.92,Very Good
1193,Meera Chavan,57.0,Female,HR,64155.0,Nagpur,Regular,19.16735,76.641445,67942.28,Average
1515,Kavya Sharma,56.0,Male,Operations,28090.0,Thane,Regular,20.202581,78.172797,98533.5,Excellent
1004,Sneha Joshi,59.0,Female,Sales,112243.0,Nashik,Regular,18.750578,80.063268,55027.0,Very Good
1205,Riya Pawar,38.0,Male,Sales,48244.0,Nagpur,New,19.726988,74.014845,27103.31,Poor
1540,Pooja Joshi,38.0,Female,IT,54326.0,Aurangabad,Regular,18.800815,76.75839,44882.56,Good
1663,Sneha Patil,44.0,Female,Finance,111677.0,Nagpur,New,19.521447,80.436101,94431.01,Average
